61,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, 13 February 2001",,2001,,,,"Pat"
62,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, 15 November 1994",,1994,,,,"Pat"
63,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, 19 December 2000",,2000,,,,"Pat"
64,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, 20 November 2001",,2001,,,,"Pat"
65,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, 24 April 2001",,2001,,,,"Pat"
66,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, 27 February 2001",,2001,,,,"Pat"
67,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, 29 August 2000",,2000,,,,"Pat"
68,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, 30 January 2001",,2001,,,,"Pat"
69,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, 5 December 2000",,2000,,,,"Pat"
70,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, 6 November 2001",,2001,,,,"Pat"
71,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, April 1994",,1994,,,,"Pat"
72,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, early February 2002",,2002,,,,"Pat"
73,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, January 1993",,1993,,,,"Pat"
74,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, July 1993",,1993,,,,"Pat"
75,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, late February 2002",,2002,,,,"Pat"
76,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, November 1993",,1993,,,,"Pat"
77,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, October 1998",,1998,,,,"Pat"
78,"Main St","Periodicals","On Shelf","Magazines","Seventeen Magazine, September 1993",,1993,,,,"Pat"
79,"Main St","Periodicals","Missing","Magazines","Seventeen Magazine, September 1998",,1998,,,,"Pat"
80,"Main St","Books","On Shelf","Biography","Straight from the Heart: A Love Story","Jackson-Paris, Rod; Jackson-Paris, Bob",1994,,"Romance",,
81,"Main St","Videos","On Shelf","Hollywood","The Full Monty",,1997,"ISBN: 0-7939-4806-1","95 minutes",,
82,"Main St","Periodicals","On Shelf","Newspapers","The Globe and Mail, Various Issues",,,,,,
83,"Main St","Books","On Shelf","Biography","The Mayor of Castro Street: The Life and Times of Harvey Milk",,1988,312019009,"$21.20","Summer 2001","Joe"
84,"Main St","Books","On Shelf","Biography","The Naked Civil Servant","Crisp, Quentin",1968,,,,
85,"Main St","Periodicals","On Shelf","Newspapers","The New York Times, Various Issues",,,,,,
86,"Main St","Videos","On Shelf","Hollywood","The Next Best Thing",,2000,"ISBN: 0-7921-6764-3","108 minutes",,
87,"Main St","Books","On Shelf","Psychology","The Psychcology of Being Human, Third Edition","Rubin; McNeil",1981,,"Textbook; outdated",,
88,"Main St","Books","On Shelf","Feminism","The Revolution of Little Girls","Mccray Boyd, Blanche",1992,,"Fiction",,
89,"Main St","Books","On Shelf","Biography","The Secret Life of Tyrone Power","Arce, Hector",1979,,,,
90,"Main St","Periodicals","On Shelf","Newspapers","The Toronto Star, Various Issues",,,,,,
91,"Main St","Books","On Shelf","Biography","The Woeful Victorian: A Biography of John Addington Symonds","Grosskurth, Phyllis",1964,,,,
92,"Main St","Books","On Shelf","Biography","Tom of Finland: His Life and Times","F. Valentine Hooven III",1993,"0-312-11365-X",,,"Mark"
93,"Main St","Books","Restricted","Old","Understanding AIDS: A Comprehensive Guide","Gong, Victor, M.D.",1985,,"AIDS; outdated",,
94,"Main St","Books","Restricted","Old","VD Blues","Educational Broadcasting Corp.",1973,,"Safe-sex; outdated",,
95,"Main St","Books","On Shelf","Biography","Walt Whitman: A Gay Life","Gary Schmidgall",1997,"0-452-27920-8",,,
96,"Main St","Books","On Shelf","Feminism","Women Unite! (copy 1)","Canadian Women's Educational Press",1972,,,,
97,"Main St","Books","On Shelf","Feminism","Women Unite! (copy 2)","Canadian Women's Educational Press",1972,,,,"Julia"
98,"Main St","Books","On Shelf","Biography","Young Man from the Provinces (autobiography)","Helms, Alan",1995,,,"Summer 2000",
99,"Main St","Books","On Shelf","Biography","Zami: A New Spelling of My Name (autobiography)","Lorde, Audre",1982,,"Feminism","Summer 2000",
100,"Main St","Hanging Files","On Reserve","News Clippings",1982,,,,,"created 2000",
101,"Main St","Hanging Files","On Reserve","News Clippings",1983,,,,,"created 2000",
102,"Main St","Hanging Files","On Reserve","News Clippings",2002,,,,,"created 2002",
